Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Accept_Rate,Private_Yes,Grad_Category_Medium_Grad_Rate,Grad_Category_High_Grad_Rate
0.4996012905342909,0.8076379661328936,0.38231915662082566,23,59,1708,689,0.4619248270050993,1.5847212281996412,500,500,0.894736842105263,93,0.3029490616621984,0.5,-0.570752480318508,0.7087378640776698,0.6966544824820868,1,0,1
-0.6816260134128013,-0.7456246925668446,-0.5720714808520119,12,30,2074,726,0.4342773160983591,0.062116373795696955,540,950,0.6,65,0.2761394101876676,0.5166666666666666,-0.2946369638179426,0.4174757281553398,0.6648999572691221,1,0,0
0.2943099193119857,0.7526783775352618,0.40679071142782147,36,69,1950,38,0.8436297479930529,-0.13361900477431912,540,821,0.7368421052631579,83,0.2734584450402145,0.6666666666666666,0.2245802574276859,0.5436893203883495,0.8248896976772133,1,1,0
-0.6022359909479253,-0.4682096263121314,-0.3722204499282126,21,58,1337,300,0.17698619419073625,-1.0473786363901227,600,1021,0.6105263157894736,70,0.2117962466487936,0.5,-0.6566634222731677,0.5242718446601942,0.9295689686092805,1,1,0
-0.4522770596253821,-0.37268462708291417,-0.41708496707437165,42,74,1120,15,0.2588002570780286,0.03260852778011664,400,1150,0.7684210526315789,95,0.28150134048257375,0.55,1.0277912911609883,0.5436893203883495,0.7644250400477433,1,1,0
-0.7096931930721008,-0.6893565423359358,-0.9187518406177863,16,40,777,538,-0.12346889882638912,-0.17099560972738753,750,1350,0.5368421052631578,67,0.5335120643431635,0.18333333333333332,-0.7872180414881089,0.3203883495145631,0.8314079808137533,1,0,0
-0.729741178543029,-0.784881541565153,-0.7800796967114765,21,47,958,466,-0.4916321818192047,-0.20542143007889788,400,2250,0.5263157894736842,68,0.2278820375335121,0.35,-0.932403781821966,0.48543689320388345,0.7056956546829016,1,1,0
0.14274714915176817,0.37057838061839277,1.0797584686202069,30,61,2718,1460,0.17839678148189647,0.09949297874876535,1000,1000,0.631578947368421,74,0.4048257372654156,0.3333333333333333,-0.20084772587617444,0.6796116504854368,0.7145667846183212,1,0,1
-1.0031957003664902,-1.165672976848745,-1.1675459811555773,15,36,453,266,-0.18976650151091912,-0.008702456641695796,500,500,0.5157894736842105,77,0.193029490616622,0.5833333333333334,0.2684736207844334,0.5436893203883495,0.606400273808505,1,1,0
0.31916942129593673,-0.3203421617518362,-0.457870891752698,50,85,1004,15,2.5112260436026568,1.8660293602148401,750,750,0.9473684210526314,98,0.2117962466487936,0.5,1.9780638499869831,0.6213592233009708,0.16438231587699587,1,0,1
0.7890942007344948,0.41768659941636294,0.5454628553341312,53,95,2121,69,2.133752884488184,3.752564315477608,600,850,0.7894736842105262,93,0.2091152815013405,0.55,1.4851076153650498,0.7378640776699028,0.3474422599732773,1,0,1
-0.4185964440342227,-0.39100448994879144,-0.4823424465596939,18,45,1811,3144,0.261621431660349,1.0339081025754753,600,1800,0.7157894736842104,78,0.2707774798927614,0.18333333333333332,0.17355891198736403,0.5533980582524272,0.6902022708474322,1,1,0
-0.2798643845753992,-0.30463942215251283,-0.20091956627924176,23,56,878,519,0.7017246665023356,1.0732518972629157,400,800,0.7368421052631579,89,0.26005361930294907,0.5,0.12478850825764459,0.5631067961165048,0.5993078565957384,1,1,0
-0.5653476976814175,-0.49176373571111653,-0.3640632649925473,39,63,1198,605,-0.42956634100815533,-1.3365555273428098,750,1290,0.6947368421052631,82,0.28418230563002683,0.5166666666666666,-0.7328202834818833,0.6699029126213591,0.8155100685380094,1,0,1
-0.7056835959779152,-0.7704873635991066,-1.0941313167345896,17,36,709,131,-0.38442754769102855,0.53227472031061,300,2480,0.7368421052631579,85,0.2868632707774799,0.16666666666666666,-0.4019318520233253,0.3592233009708738,0.6749065552658857,1,0,0
-0.2341549777016828,-0.14237777962617118,0.34153323194249924,28,67,1964,623,-0.7229684975694797,-0.6342687921719985,650,900,0.5578947368421052,61,0.23056300268096513,0.31666666666666665,-0.3779218071102327,0.33009708737864074,0.6997925395598583,1,0,0
-0.15396303581796983,-0.20911442292329557,-0.46194948422053067,26,54,1085,81,1.6761583672358107,-0.681481345796927,355,715,0.831578947368421,95,0.23056300268096513,0.43333333333333335,1.6265417861812361,0.5242718446601942,0.5522219715768102,1,1,0
-0.24377801072772837,-0.2693082580540352,0.6066417423516208,12,36,3796,824,-1.6751149191026236,-1.5824542441393126,660,1800,0.5157894736842105,62,0.45844504021447724,0.26666666666666666,-1.826777954834667,0.30097087378640774,0.5920496935237376,0,0,0
-0.7056835959779152,-0.605608597806211,-0.7148222172261542,14,24,702,501,-0.2292629456634051,-0.4513201468754005,350,250,0.5894736842105263,84,0.3109919571045576,0.3,-1.0126873695001195,0.4174757281553398,0.9717310048057293,1,0,0
1.5669560370065108,1.6320317950973715,0.9900294343278889,20,60,3095,1533,0.969736251822776,1.1814473326533768,630,850,0.831578947368421,87,0.4021447721179625,0.3333333333333333,0.8702253714188178,0.6504854368932038,0.5120267927073205,1,0,1
0.277469611516406,0.18083694379323517,0.33745463947466664,37,68,1620,49,-0.652439133011469,-0.36279660882865955,350,2375,0.7578947368421052,80,0.3699731903485255,0.2833333333333333,0.7089078821589766,0.4660194174757281,0.489565609917011,1,1,0
-0.5084114189439812,-0.3491305176839291,-0.8045512515184724,16,41,706,62,-0.4577780868313596,-0.9303308471949876,550,1700,0.5684210526315789,68,0.24396782841823056,0.48333333333333334,-0.33890548412645716,0.3203883495145631,0.8948659540914665,1,0,0
-1.050508946077881,-1.1761414699149608,-1.1226814640094183,19,42,537,101,-0.5142015784777682,-0.7168907610156233,500,1400,0.5578947368421052,80,0.16890080428954424,0.5333333333333333,-0.11156037135561116,0.39805825242718446,0.8673316463159966,1,0,0
-0.809933120426742,-0.9144291432595709,-1.1960961284304057,11,28,347,74,-1.174356430740748,-1.3857352707021104,600,800,0.5789473684210525,63,0.24664879356568364,0.21666666666666667,-0.37454539454432906,0.19417475728155337,0.6500350953506076,1,0,0
0.10746269472293447,0.08792906783057182,0.5903273724802902,12,30,2128,82,-1.459859298471575,-0.8978722165778492,650,2500,0.4210526315789474,48,0.3029490616621984,0.15,-0.6769218976685896,0.4174757281553398,0.5513599401813254,1,0,0
-0.5669515365190917,-0.6474825700710735,-0.44971370681703277,67,88,1376,207,0.36600489120620483,0.015887415037954464,400,900,0.6947368421052631,79,0.3083109919571046,0.5666666666666667,0.010365637968687443,0.5533980582524272,0.5986622073578596,1,1,0
-0.8115369592644163,-0.9772401016568645,-0.9840093201031085,25,55,421,27,-1.089721193271135,-1.5824542441393126,500,1000,0.7157894736842104,76,0.31635388739946385,0.8833333333333333,-0.0916770529119563,0.3495145631067961,0.5116625310173699,1,0,0
4.218903555100899,2.5454078151246815,2.5602875344434546,15,55,5847,946,-0.7105553294072697,-1.3385227170771818,500,1680,0.6105263157894736,68,0.4155495978552279,0.31666666666666665,-0.5928867404727654,0.5825242718446602,0.17677803305271006,0,0,1
-0.9101730477813832,-0.9484517457247716,-0.8820445084072925,15,30,653,129,-0.9063448454203074,0.04047728671760473,450,1500,0.5578947368421052,67,0.41018766756032177,0.05,-0.886259476754616,0.36893203883495146,0.9249659384852333,1,0,0
-0.6575684308476873,-0.7443161309335676,-0.7678439193079786,20,50,760,81,-0.1305218352821902,-0.313616865469359,400,900,0.7157894736842104,71,0.289544235924933,0.31666666666666665,0.16943218551792621,0.4174757281553398,0.6170340940059382,1,0,0
-0.8572463661381327,-0.9850914714565262,-1.0044022824422716,5,36,453,42,1.0487291401277479,1.9289794317147448,500,900,0.5157894736842105,80,0.20643431635388737,0.35,2.5381731789752227,0.30097087378640774,0.6202297665925425,1,0,0
1.8083337820764869,3.0505126055695837,2.70711686328543,30,58,4531,643,0.14313209920289113,0.12900082476434566,2000,1522,0.7052631578947368,81,0.31903485254691694,0.35,-0.35653786085950956,0.6796116504854368,0.8604835910127193,1,0,1
-0.9181922419697546,-1.0583709229200353,-0.9758521351674432,12,41,917,479,-0.2174140124176593,1.5443938386450147,500,700,0.6631578947368421,80,0.3002680965147453,0.2,-1.0078103291271476,0.33009708737864074,0.6227206036470341,1,0,0
-0.8981442564988263,-0.9576116771577103,-0.9880879125709411,16,44,738,430,-0.028959550318654843,-0.7001696482734612,600,1500,0.3263157894736842,66,0.28418230563002683,0.43333333333333335,-0.0999305058508319,0.4174757281553398,0.8442801438193144,1,0,0
-0.5404881956974664,-0.5362548312425328,-0.42932074447786955,22,53,881,55,-0.02754896302749463,0.40932536191235863,560,875,0.631578947368421,73,0.2868632707774799,0.4,0.012616579679289879,0.6504854368932038,0.7068525438684803,1,0,1
4.038471685862545,3.5726286972470866,1.8954769621867347,49,85,3316,31,2.3097941784249785,0.4339152335920089,800,1200,0.9157894736842105,97,0.3136729222520107,0.6,1.8959044775499942,0.7572815533980581,0.3781367902005576,1,0,1
-0.5228459684830495,-0.5166264067433786,-0.457870891752698,32,70,1928,442,0.830370227456147,-0.503450674836259,450,950,0.5684210526315789,69,0.16890080428954424,0.16666666666666666,-0.8584978623238527,0.6116504854368932,0.7022332506203475,1,0,1
0.6816369986103195,1.2486232365472254,1.2347449823978471,40,68,2607,148,0.7807175548073074,0.33555574687340783,500,1600,0.7263157894736841,81,0.22520107238605902,0.48333333333333334,0.333750930391904,0.6601941747572815,0.7951435360957091,1,0,1
-0.7321469367995405,-0.7704873635991066,-0.706665032290489,8,28,1035,446,0.04382675390521215,1.9093075343710246,300,300,0.5368421052631578,76,0.37533512064343166,0.6,-0.5643748121384677,0.5436893203883495,0.7390191261697536,1,1,0
-0.4017561362386429,-0.6265455839386422,-0.7515295494366481,17,42,693,868,-0.4126392935142328,0.28637600351410736,425,1000,0.831578947368421,96,0.3056300268096515,0.4166666666666667,-0.26237346596597433,0.3883495145631068,0.40063765085302366,1,0,0
-0.7610160358776771,-1.093702087018513,-0.6128574055303383,23,52,1427,432,0.7299364123255397,0.9748924105443146,612,576,0.6736842105263158,74,0.26541554959785524,0.2833333333333333,0.13641837376242383,0.4368932038834951,0.16434908699848821,1,1,0
0.21812757452245837,0.5616283790768273,2.103485178046199,29,56,3401,136,-0.037423074065616124,-0.5890234282814419,400,1210,0.7052631578947368,81,0.3297587131367293,0.6833333333333333,-0.3133948114062962,0.6407766990291262,0.7730029264818792,1,0,1
0.4611091584301087,0.3352472165199151,1.0593655062810436,20,54,3191,1204,-0.7934978621274903,-1.4939307060925715,600,500,0.7263157894736841,77,0.517426273458445,0.5666666666666667,-1.831654995207639,0.4660194174757281,0.4663882881265449,1,1,0
-0.5324690015090952,-0.6487911317043503,-0.40484918967087374,25,55,935,184,-1.2138528748932338,-1.2185241432804887,600,1300,0.5684210526315789,66,0.4075067024128686,0.21666666666666667,-1.2118957108884352,0.33009708737864074,0.5417622547872092,1,0,0
1.07537943325935,1.4527588513384295,1.450910383192977,16,34,2978,434,0.10927800421504603,1.014236205231755,400,1130,0.863157894736842,92,0.32439678284182305,0.43333333333333335,-0.24361561837762072,0.4757281553398058,0.6555799954599182,1,1,0
0.18845655602548458,0.39151536675082393,0.2110182729718548,34,66,1662,960,0.758148158148744,-0.3037809167974989,500,800,0.5894736842105263,69,0.257372654155496,0.45,0.35100815017318937,0.6601941747572815,0.6889385703389432,1,0,1
-1.132304726799268,-1.299146263442994,-1.4775190087108578,10,52,282,331,-0.5536980226302541,-1.4722916190144792,300,2134,0.021052631578947364,50,0.257372654155496,0.4,-0.2421149905705524,0.3592233009708738,0.8511166253101736,1,0,0
-0.2822701428319106,-0.12013223186046304,-0.1846051964079112,19,55,1357,737,0.5183483186515078,-0.4218123008598202,480,930,0.6947368421052631,81,0.41018766756032177,0.4166666666666667,-0.35841364561834493,0.6213592233009708,0.7830923248053392,1,0,1
-0.3335929856374869,-0.172474697191541,0.2721971599893444,27,62,1776,239,-0.6242273871882648,-1.139836553905608,400,500,0.5578947368421052,62,0.29758713136729226,0.26666666666666666,-0.7148127497970639,0.5048543689320388,0.803028382025321,1,1,0
0.08340511215782058,0.45040064024828663,0.14983938595436522,20,43,1405,580,0.7793069675161473,-0.5250897619143513,500,1300,0.6947368421052631,89,0.35924932975871315,0.36666666666666664,-0.47171104505200084,0.45631067961165045,0.8258727857897452,1,1,0
-0.20448395920470902,-0.18686887515758743,-0.13974067926175218,9,22,1547,294,-0.7635934115548938,0.37489954156084826,400,700,0.8526315789473684,91,0.32707774798927614,0.13333333333333333,-0.8641252166003588,0.6213592233009708,0.6245343693184173,0,0,1
-0.3440179380823696,-0.2653825731542044,-0.4333993369457022,13,34,915,80,-0.308255833968377,-0.20542143007889788,600,1860,0.7052631578947368,82,0.29490616621983917,0.45,-0.07366951922713681,0.3883495145631068,0.7209295931483404,1,0,0
0.19406999195734448,0.5001259823128107,0.4394194511704826,24,49,2159,211,0.9449099154983562,2.0647155233864143,526,1100,0.863157894736842,96,0.18230563002680966,0.3,1.5492594541172193,0.5825242718446602,0.7546904487721788,1,0,1
1.8724873355834573,3.075375276601846,0.5291484854628007,9,35,1010,12,-0.27609444372992414,0.5224387716387499,600,500,0.1473684210526316,47,0.31635388739946385,0.3333333333333333,-0.3467837801135657,1.0,0.8397771845032802,1,0,1
-0.5902071996653685,-0.6226198990388114,-0.8127084364541376,25,58,791,764,1.122079679268079,0.9601384875365245,500,1000,0.5263157894736842,83,0.24664879356568364,0.65,0.8777285104541593,0.5728155339805825,0.6757565680079816,1,0,1
-0.16438798826285253,0.009415369833954886,0.8921432150999056,25,55,2196,82,-0.8516140585232911,0.09949297874876535,570,1000,0.4421052631578947,52,0.3431635388739947,0.5666666666666667,-0.6469093415272238,0.4757281553398058,0.7528103113412983,1,1,0
-0.9165884031320802,-1.0086455808555113,-1.2531964229800627,12,46,396,526,0.2926543520658737,1.0732518972629157,500,760,0.3473684210526316,85,0.18766756032171583,0.3333333333333333,0.36076223091913323,0.08737864077669902,0.7700175512921383,1,0,0
-0.815546556358602,-0.8490010615957235,-0.763765326840146,35,55,775,44,-0.39853342060263064,-0.8054142990623643,600,1900,0.8210526315789473,92,0.23592493297587136,0.4166666666666667,0.39902823999937465,0.4951456310679611,0.8165275584630425,1,1,0
-0.7305430979618661,-0.8987264036602476,-0.7923154741149745,1,20,525,323,0.24469438416642647,2.295860317175127,2340,620,0.0,58,0.11528150134048258,0.06666666666666667,1.6520524589013972,0.3106796116504854,0.49216153391989365,1,0,0
-0.18363405431494365,0.039512287399324705,0.015245834515888117,31,65,1355,40,0.16231608636267003,-0.6382031716407425,650,600,0.7157894736842104,90,0.29490616621983917,0.48333333333333334,-0.06654153714356244,0.5048543689320388,0.802726627456972,1,1,0
2.1218842748418045,1.896361245019315,2.0586206609000404,6,24,6394,3881,-1.241500385799974,0.13293520423308972,500,985,0.6421052631578947,73,0.3806970509383378,0.06666666666666667,-1.3960977742060676,0.33009708737864074,0.417786514560708,0,0,0
1.0208489127784253,1.2146006340820248,2.4868728700224674,8,65,6507,898,-0.8803900392629594,-0.694268079070345,654,1416,0.6210526315789473,89,0.418230563002681,0.0,-0.8284853061824868,0.3495145631067961,0.5862271741115781,0,0,0
-1.0729626898053206,-1.2258668119794849,-1.261353607915728,8,29,1047,33,-0.5819097684534583,-1.2086881946086285,600,600,0.5684210526315789,62,0.34048257372654156,0.3,-1.9719636951685242,0.4174757281553398,0.7604175579703945,1,0,0
-0.4001522974009687,-0.25491408008798877,-0.4456351143492001,55,82,943,7,0.4196072082702929,-0.03821030265727611,600,900,0.9157894736842105,99,0.23860589812332444,1.0,1.6869420554157348,0.5728155339805825,0.8162840884873812,1,0,1
-0.4434559460181737,-0.4080157911813918,-0.18868378887574383,23,48,1662,209,1.7664359538700642,1.5601313565199908,600,1100,0.6736842105263158,80,0.2761394101876676,0.1,1.527125193962962,0.3106796116504854,0.7081326961242196,1,0,0
-1.0424897518895098,-1.1591301686823603,-1.2491178305122301,28,56,471,148,0.8851010143531632,0.9060407698412939,400,850,0.9157894736842105,98,0.18230563002680966,0.6166666666666667,2.80378430082631,0.3592233009708738,0.894657989606255,1,0,0
-0.9382402274406828,-1.0845421555855743,-1.1063670941380876,25,64,518,232,-0.007800740951251648,0.6945678733963017,700,850,0.6631578947368421,71,0.1554959785522788,0.48333333333333334,-0.33477875765701937,0.5631067961165048,0.6169082756519091,1,1,0
-1.1475411957571737,-1.322700372841979,-1.4122615292255356,33,71,139,3,-0.46059926141368,-0.6972188636719031,400,800,0.8842105263157894,92,0.18230563002680966,0.2833333333333333,0.8630973893352435,0.4174757281553398,0.8345740281224152,1,0,0
-0.506807580106307,-0.7364647611339059,-0.706665032290489,16,42,1068,364,-0.2997923102214157,-1.0316411185151466,600,900,0.7684210526315789,81,0.23056300268096513,0.4,-0.18471597695019032,0.4660194174757281,0.3909316489961651,1,1,0
-0.5044018218497955,-0.4145585993477765,0.12536783114736938,3,37,2910,1749,-0.7060414500755571,0.4339152335920089,525,1889,0.7578947368421052,82,0.5013404825737265,0.26666666666666666,-1.4940137386172736,0.3203883495145631,0.8027253132648959,0,0,0
-0.2534010437537739,-0.504849352043886,0.4149478963634868,21,47,959,13,-1.67878244605964,-1.8185170122639551,500,1000,0.6421052631578947,69,0.38605898123324395,0.5166666666666666,-0.5771301484985483,0.05825242718446602,0.3788227092790692,1,0,0
1.1026446934998126,1.2774115924793183,0.24364701271451591,30,61,1928,296,2.0135708472813336,-0.10706194336029684,500,950,0.9052631578947368,95,0.21447721179624668,0.5833333333333334,1.2491338927035611,0.6213592233009708,0.5729981494867471,1,0,1
-0.8436137360179015,-0.9720058551237567,-0.9391448029569495,14,45,604,350,0.10645682963272561,-0.6224656537657663,350,900,0.6210526315789473,71,0.2278820375335121,0.45,-0.24699203094352437,0.5728155339805825,0.6116085877656705,1,0,1
0.530876147868939,1.1387040593519617,0.6515062594977798,35,68,2332,53,1.579109961603988,1.2502989733563976,700,1300,0.9157894736842105,95,0.35656836461126007,0.5333333333333333,1.139588062787576,0.6019417475728155,0.8486512152417129,1,0,1
-0.6599741891041987,-0.682813734169551,-0.6006216281268404,15,30,1125,422,-0.9012667311721306,-0.6096789204923482,600,1900,0.6210526315789473,67,0.418230563002681,0.15,-1.5772985819095637,0.30097087378640774,0.7234096957866798,0,0,0
-0.4057657333328286,-0.4459640785464233,-0.49865681643102444,29,60,1127,205,1.0050009341017814,0.07982108140504514,500,2200,0.6842105263157894,86,0.2734584450402145,0.5333333333333333,0.5700998100051597,0.5048543689320388,0.6092921379909131,1,1,0
-0.7281373397053548,-0.8254469521967385,-0.41708496707437165,15,47,690,222,-0.13390724478097468,0.1899837065298783,400,1000,0.5894736842105263,77,0.257372654155496,0.65,0.044880077531258125,0.5825242718446602,0.6253266067408345,1,0,1
1.0713698361651645,0.3090759838543762,0.23956842024668326,58,84,1720,35,2.4169988125531545,1.2601349220282576,500,1000,0.7894736842105262,94,0.20643431635388737,0.6833333333333333,2.750887170627153,0.7378640776699028,0.20069283742716143,1,0,1
2.681624029190121,1.844018779688237,1.3448669790293284,46,75,2649,25,2.580626938327739,1.2355450503486074,500,750,0.9157894736842105,98,0.21447721179624668,0.75,2.5783149728142996,0.7572815533980581,0.27520531761377803,1,0,1
-0.0641480609082113,-0.25491408008798877,-0.32735593278205355,29,58,1121,493,0.1403109246205707,1.4273460494498795,550,900,0.5052631578947367,62,0.27882037533512066,0.3833333333333333,-0.006516424860830823,0.7864077669902911,0.4344095263179782,1,0,1
-0.5725649724509516,-0.605608597806211,-0.6495647377408321,14,41,1165,1232,-0.15873358110539446,0.11916487609248556,400,1150,0.4,46,0.23056300268096513,0.5833333333333334,-0.6499105971413603,0.8252427184466018,0.6679042519449989,1,0,1
-0.4538808984630564,-0.5689688720744565,-0.898358878278623,23,46,707,432,0.40268016077637037,1.4371819981217395,500,1000,0.7052631578947368,77,0.2520107238605898,0.5833333333333334,0.5228300340825086,0.6601941747572815,0.5310016315267627,1,0,1
-0.9366363886030086,-1.0714565392528048,-1.224646275705234,11,42,500,331,0.6311953019443248,1.191283281325237,630,2250,0.7263157894736841,80,0.2117962466487936,0.11666666666666667,0.43204205175487703,0.27184466019417475,0.6537595937445901,1,0,0
-0.8460194942744128,-0.9510688689913256,-0.898358878278623,35,61,667,1983,0.23058851125482435,1.289642768043838,600,700,0.5894736842105263,64,0.24128686327077747,0.5333333333333333,-0.42931830950232164,0.5825242718446602,0.670957968409793,1,0,1
-0.46029625381375344,-0.28631955928663555,0.46389100597747845,29,62,1715,103,0.5316078391884138,-0.08640645114939062,500,600,0.6526315789473683,88,0.28418230563002683,0.43333333333333335,0.08464671441856782,0.5533980582524272,0.8825440327606913,1,1,0
-0.8027158456572079,-0.8790979791610933,-0.8616515460681293,23,51,1692,562,0.5251191376490768,0.12900082476434566,450,1000,0.5789473684210525,87,0.24128686327077747,0.5333333333333333,-0.4900937356885874,0.6019417475728155,0.708643102368246,1,0,1
-0.8564444467192955,-0.9471431840914947,-1.1226814640094183,34,53,493,968,0.15159562294985243,0.9257126671850141,380,1000,0.631578947368421,70,0.23860589812332444,0.3833333333333333,0.3097408854788114,0.6116504854368932,0.7149755214271343,1,0,1
-0.42420987996608256,-0.5480318859420253,-0.604700220594673,23,57,1698,894,-0.10513126404130635,1.3348881319343944,800,1500,0.6105263157894736,71,0.31635388739946385,0.4666666666666667,-0.9519119433138538,0.4757281553398058,0.5168484585345414,1,1,0
-0.7746486659979083,-0.8319897603631232,-0.8494157686646314,16,42,873,683,0.21873957800907856,-0.1680448251258295,600,1200,0.3368421052631579,74,0.3083109919571046,0.11666666666666667,0.07451747672085686,0.6310679611650485,0.7300466283096556,1,0,1
-1.0994260306269459,-1.2625065377112394,-1.395947159354205,12,21,201,173,-0.5819097684534583,0.53227472031061,450,1300,0.47368421052631576,53,0.18766756032171583,0.31666666666666665,-0.632278220408308,0.5922330097087378,0.7571405944775884,1,0,1
-0.67360681922443,-0.6370140770048578,-0.4864210390275265,29,60,1350,275,0.41791450352090065,-0.6027937564220461,450,1146,0.4842105263157895,76,0.24396782841823056,0.55,0.14054510023186165,0.5533980582524272,0.8316199929103154,1,1,0
1.1884500713153854,0.7958609114334011,1.067522691216709,70,95,2675,22,2.154629576397355,1.958487277730325,400,900,0.8842105263157894,96,0.23592493297587136,0.9166666666666666,1.3192882426840038,0.7766990291262135,0.3520539838983177,1,0,1
